description,spider,title,url
Create a pseudocolor plot with a non-regular rectangular grid.,,matplotlib.axes.Axes.pcolor,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.pcolor.html
Create a pseudocolor plot with a non-regular rectangular grid.,,matplotlib.axes.Axes.pcolorfast,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.pcolorfast.html
"Display data as an image, i.e., on a 2D regular raster.",,matplotlib.axes.Axes.imshow,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.imshow.html
Label a contour plot.,,matplotlib.axes.Axes.clabel,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.clabel.html
Plot filled contours.,,matplotlib.axes.Axes.contourf,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.contourf.html
"A stepwise constant function as a line with bounding edges
or a filled plot.",,matplotlib.axes.Axes.stairs,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.stairs.html
Compute and plot a histogram.,,matplotlib.axes.Axes.hist,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.hist.html
Drawing function for box and whisker plots.,,matplotlib.axes.Axes.bxp,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.bxp.html
"Make a 2D hexagonal binning plot of points ,, ,.",,matplotlib.axes.Axes.hexbin,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.hexbin.html
Make a 2D histogram plot.,,matplotlib.axes.Axes.hist2d,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.hist2d.html
Drawing function for violin plots.,,matplotlib.axes.Axes.violin,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.violin.html
Make a violin plot.,,matplotlib.axes.Axes.violinplot,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.violinplot.html
Draw a box and whisker plot.,,matplotlib.axes.Axes.boxplot,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.boxplot.html
"Plot the cross correlation between , and ,.",,matplotlib.axes.Axes.xcorr,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.xcorr.html
Plot a spectrogram.,,matplotlib.axes.Axes.specgram,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.specgram.html
Plot the power spectral density.,,matplotlib.axes.Axes.psd,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.psd.html
Plot the phase spectrum.,,matplotlib.axes.Axes.phase_spectrum,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.phase_spectrum.html
Plot the magnitude spectrum.,,matplotlib.axes.Axes.magnitude_spectrum,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.magnitude_spectrum.html
Plot the angle spectrum.,,matplotlib.axes.Axes.angle_spectrum,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.angle_spectrum.html
"Plot the coherence between , and ,.",,matplotlib.axes.Axes.cohere,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.cohere.html
"Plot the autocorrelation of ,.",,matplotlib.axes.Axes.acorr,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.acorr.html
Add an infinitely long straight line.,,matplotlib.axes.Axes.axline,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.axline.html
Add a vertical span (rectangle) across the Axes.,,matplotlib.axes.Axes.axvspan,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.axvspan.html
Add a vertical line across the Axes.,,matplotlib.axes.Axes.axvline,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.axvline.html
Add a horizontal span (rectangle) across the Axes.,,matplotlib.axes.Axes.axhspan,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.axhspan.html
Add a horizontal line across the Axes.,,matplotlib.axes.Axes.axhline,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.axhline.html
Plot filled polygons.,,matplotlib.axes.Axes.fill,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.fill.html
"Plot horizontal lines at each , from , to ,.",,matplotlib.axes.Axes.hlines,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.hlines.html
"Plot vertical lines at each , from , to ,.",,matplotlib.axes.Axes.vlines,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.vlines.html
Draw a stacked area plot.,,matplotlib.axes.Axes.stackplot,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.stackplot.html
Plot a horizontal sequence of rectangles.,,matplotlib.axes.Axes.broken_barh,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.broken_barh.html
Plot a pie chart.,,matplotlib.axes.Axes.pie,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.pie.html
Create a stem plot.,,matplotlib.axes.Axes.stem,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.stem.html
Plot identical parallel lines at the given positions.,,matplotlib.axes.Axes.eventplot,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.eventplot.html
Label a bar plot.,,matplotlib.axes.Axes.bar_label,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.bar_label.html
Make a bar plot.,,matplotlib.axes.Axes.bar,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.bar.html
Make a horizontal bar plot.,,matplotlib.axes.Axes.barh,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.barh.html
Fill the area between two vertical curves.,,matplotlib.axes.Axes.fill_betweenx,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.fill_betweenx.html
Fill the area between two horizontal curves.,,matplotlib.axes.Axes.fill_between,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.fill_between.html
Make a plot with log scaling on the y axis.,,matplotlib.axes.Axes.semilogy,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.semilogy.html
Make a plot with log scaling on the x axis.,,matplotlib.axes.Axes.semilogx,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.semilogx.html
Make a plot with log scaling on both the x and y axis.,,matplotlib.axes.Axes.loglog,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.loglog.html
Plot the cross-spectral density.,,matplotlib.axes.Axes.csd,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.csd.html
Configure the grid lines.,,matplotlib.axes.Axes.grid,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.grid.html
"[,] Plot coercing the axis to treat floats as dates.",,matplotlib.axes.Axes.plot_date,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.plot_date.html
Set the label for the x-axis.,,matplotlib.axes.Axes.set_xlabel,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_xlabel.html
Make a step plot.,,matplotlib.axes.Axes.step,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.step.html
Set the label for the y-axis.,,matplotlib.axes.Axes.set_ylabel,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_ylabel.html
"A scatter plot of , vs. , with varying marker size and/or color.",,matplotlib.axes.Axes.scatter,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.scatter.html
Set the x-axis view limits.,,matplotlib.axes.Axes.set_xlim,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_xlim.html
Plot y versus x as lines and/or markers with attached errorbars.,,matplotlib.axes.Axes.errorbar,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.errorbar.html
Plot y versus x as lines and/or markers.,,matplotlib.axes.Axes.plot,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.plot.html
,,matplotlib.axes.subplot_class_factory,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.subplot_class_factory.html
Bases: ,,matplotlib.artist.ArtistInspector,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.ArtistInspector.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=backend
Bases: ,,matplotlib.axes.SubplotBase,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.SubplotBase.html
"Return the value of an ,'s ,, or print all of them.",,matplotlib.artist.get,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.get.html
"Decorator for Artist.draw method. Provides routines
that run before and after the draw call. The before and after functions
are useful for changing artist-dependent renderer attributes or making
other setup function calls, such as starting and flushing a mixed-mode
renderer.",,matplotlib.artist.allow_rasterization,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.allow_rasterization.html
"Inspect an , class (using ,) and
return information about its settable properties and their current values.",,matplotlib.artist.kwdoc,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.kwdoc.html
"Return boolean flag, , if artist is included in layout
calculations.",,matplotlib.artist.Artist.get_in_layout,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_in_layout.html
"Whether the artist is 'stale' and needs to be re-drawn for the output
to match the internal state of the artist.",,matplotlib.artist.Artist.stale,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.stale.html
"Set if artist is to be included in layout calculations,
E.g. ,,
,, and
,.",,matplotlib.artist.Artist.set_in_layout,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_in_layout.html
" and , sticky edge lists for autoscaling.",,matplotlib.artist.Artist.sticky_edges,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.sticky_edges.html
Return the url.,,matplotlib.artist.Artist.get_url,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_url.html
Set the url for the artist.,,matplotlib.artist.Artist.set_url,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_url.html
Return the label used for this artist in the legend.,,matplotlib.artist.Artist.get_label,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_label.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=pcolor.shading
Return the group id.,,matplotlib.artist.Artist.get_gid,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_gid.html
Set a label that will be displayed in the legend.,,matplotlib.artist.Artist.set_label,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_label.html
Set the (group) id for the artist.,,matplotlib.artist.Artist.set_gid,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_gid.html
"Convert , using the unit type of the yaxis.",,matplotlib.artist.Artist.convert_yunits,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.convert_yunits.html
Return whether units are set on any axis.,,matplotlib.artist.Artist.have_units,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.have_units.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=figure.titleweight
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=toolbar
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=image.composite_image
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=markers.fillstyle
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=savefig.directory
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=figure.titlesize
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.edgecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=legend.edgecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=savefig.jpeg_quality
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=legend.facecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.formatter.useoffset
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.xmargin
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.ymargin
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.facecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=legend.framealpha
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xtick.minor.visible
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ytick.minor.visible
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.labelpad
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=contour.corner_mask
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=savefig.transparent
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xaxis.labelpad
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=yaxis.labelpad
"Convert , using the unit type of the xaxis.",,matplotlib.artist.Artist.convert_xunits,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.convert_xunits.html
Return whether the Artist has an explicitly set transform.,,matplotlib.artist.Artist.is_transform_set,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.is_transform_set.html
"Return the , instance used by this artist.",,matplotlib.artist.Artist.get_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_transform.html
Set the artist transform.,,matplotlib.artist.Artist.set_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_transform.html
Find artist objects.,,matplotlib.artist.Artist.findobj,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.findobj.html
"Return a list of the child ,s of this ,.",,matplotlib.artist.Artist.get_children,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_children.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ytick.major.left
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=lines.scale_dashes
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=hist.bins
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ytick.major.right
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ytick.minor.right
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ytick.minor.left
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.formatter.offset_threshold
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xtick.minor.top
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xtick.minor.bottom
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=svg.hashsalt
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xtick.major.top
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xtick.major.bottom
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.autoformatter.microsecond
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.autoformatter.second
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=hatch.color
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.autoformatter.minute
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.autoformatter.day
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.autoformatter.month
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.autoformatter.hour
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=hatch.linewidth
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.autoformatter.year
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=lines.markersize
"Return the , instance the artist belongs to.",,matplotlib.artist.Artist.get_figure,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_figure.html
"Set the , instance the artist belongs to.",,matplotlib.artist.Artist.set_figure,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_figure.html
"Like ,, but includes any clipping.",,matplotlib.artist.Artist.get_tightbbox,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_tightbbox.html
"The , instance the artist resides in, or ,.",,matplotlib.artist.Artist.axes,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.axes.html
Get the artist's bounding box in display space.,,matplotlib.artist.Artist.get_window_extent,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_window_extent.html
Return filter function to be used for agg filter.,,matplotlib.artist.Artist.get_agg_filter,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_agg_filter.html
,,matplotlib.artist.Artist.get_path_effects,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_path_effects.html
Set the path effects.,,matplotlib.artist.Artist.set_path_effects,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_path_effects.html
Return whether the artist is to be rasterized.,,matplotlib.artist.Artist.get_rasterized,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_rasterized.html
Force rasterized (bitmap) drawing for vector graphics output.,,matplotlib.artist.Artist.set_rasterized,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_rasterized.html
Return the sketch parameters for the artist.,,matplotlib.artist.Artist.get_sketch_params,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_sketch_params.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=backend.qt4
Set the sketch parameters.,,matplotlib.artist.Artist.set_sketch_params,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_sketch_params.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=backend.qt5
Set the agg filter.,,matplotlib.artist.Artist.set_agg_filter,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_agg_filter.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=legend.title_fontsize
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.formatter.limits
Return the artist's zorder.,,matplotlib.artist.Artist.get_zorder,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_zorder.html
"Set the zorder for the artist. Artists with lower zorder
values are drawn first.",,matplotlib.artist.Artist.set_zorder,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_zorder.html
,,matplotlib.artist.Artist.zorder,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.zorder.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=backend.multifigure
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.epoch
Return the visibility.,,matplotlib.artist.Artist.get_visible,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_visible.html
Set the artist's visibility.,,matplotlib.artist.Artist.set_visible,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_visible.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=boxplot.boxprops.linewidth
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=text.kerning_factor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.titlecolor
Return the snap setting.,,matplotlib.artist.Artist.get_snap,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_snap.html
Set the snapping behavior.,,matplotlib.artist.Artist.set_snap,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_snap.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=examples.directory
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=mathtext.default
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ps.useafm
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=savefig.edgecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=savefig.frameon
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=pdf.fonttype
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=legend.labelcolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ps.fonttype
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=savefig.facecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=svg.fonttype
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.converter
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=contour.linewidth
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=image.lut
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=mathtext.fallback
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=text.hinting
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=font.cursive
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=figure.raise_window
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xtick.labelcolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=pdf.preamble
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=date.interval_multiples
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=pcolormesh.snap
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=boxplot.whiskers
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=lines.markerfacecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=figure.facecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=lines.markeredgecolor
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=font.fantasy
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xtick.color
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=text.latex.preamble
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=pgf.preamble
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=keymap.quit_all
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=yaxis.labelposition
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=animation.ffmpeg_path
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=xaxis.labelposition
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight='text.usetex'
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=image.origin
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.formatter.use_mathtext'
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.formatter.use_locale
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.linewidth
"Return the alpha value used for blending - not supported on all
backends.",,matplotlib.artist.Artist.get_alpha,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_alpha.html
Set the alpha value used for blending - not supported on all backends.,,matplotlib.artist.Artist.set_alpha,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_alpha.html
Return whether the artist is animated.,,matplotlib.artist.Artist.get_animated,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.get_animated.html
Set whether the artist is intended to be used in an animation.,,matplotlib.artist.Artist.set_animated,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.set_animated.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ps.distiller.res
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=ps.usedistiller
Draw the Artist (and its children) using the given renderer.,,matplotlib.artist.Artist.draw,https://matplotlib.org/stable/api/_as_gen/matplotlib.artist.Artist.draw.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=pgf.texsystem
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=pgf.rcfonts
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=font.monospace
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=font.sans-serif
